job_id,job_title,seniority,industry,must_have_skills,nice_to_have_skills,description,responsibilities,requirements
J_000186,Data Analyst,Senior,FinTech,"[Statistics, Pandas, Power BI]",[Excel],We are hiring a Data Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000187,Associate Product Manager,Junior,E-commerce,"[Roadmap, Stakeholder Management, Scrum, Prioritization, PRD]",[User Research],We are hiring a Associate Product Manager to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000188,Customer Support Specialist,Mid,Gaming,"[Escalations, Zendesk, Communication, Troubleshooting, SLA]",[Intercom],We are hiring a Customer Support Specialist to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000189,Full Stack Engineer,Mid,Retail,"[Databases, Git, OOP, JavaScript]",[Docker],We are hiring a Full Stack Engineer to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000190,Program Coordinator,Mid,Cybersecurity,"[Stakeholder Communication, KPIs, Timeline Management, Project Planning]",[Jira],We are hiring a Program Coordinator to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000191,Business Analyst,Junior,Logistics,"[Data Visualization, A/B Testing, Power BI, Pandas]",[ETL],We are hiring a Business Analyst to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000192,Product Manager,Mid,Cybersecurity,"[A/B Testing, Stakeholder Management, User Research]",[PRD],We are hiring a Product Manager to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000193,Customer Support Specialist,Junior,Travel,"[Zendesk, SLA, Communication, Troubleshooting, Ticketing]",[Escalations],We are hiring a Customer Support Specialist to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000194,BI Analyst,Senior,Travel,"[SQL, Excel, ETL, Data Visualization]",[Python],We are hiring a BI Analyst to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000195,FP&A Analyst,Senior,FinTech,"[Valuation, Budgeting, Excel, Cash Flow, Forecasting]",[Accounting],We are hiring a FP&A Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000196,Software Engineer,Mid,Gaming,"[CI/CD, Git, OOP, Docker]",[Databases],We are hiring a Software Engineer to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000197,Backend Engineer,Junior,Cybersecurity,"[Databases, REST APIs, Git]",[Python],We are hiring a Backend Engineer to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000198,Customer Success Associate,Mid,Cybersecurity,"[Zendesk, Root Cause Analysis, Ticketing, Customer Satisfaction]",[Communication],We are hiring a Customer Success Associate to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000199,Project Manager,Mid,Cybersecurity,"[Jira, Asana, Cross-functional Coordination, Project Planning, Timeline Management]",[Stakeholder Communication],We are hiring a Project Manager to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000200,Customer Success Associate,Senior,Gaming,"[SLA, Ticketing, Escalations]",[Communication],We are hiring a Customer Success Associate to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000201,FP&A Analyst,Senior,Logistics,"[Forecasting, Excel, Valuation, Budgeting, Variance Analysis]",[Cash Flow],We are hiring a FP&A Analyst to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
